ThreadReadings
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
400040000000000
8665cb477554444
33345ca45664210
9bb2b66ae46641d
bcabfba6aad4553
edcbab6c46aad56
0fdd4aa45bb6bb3
efeecc59a6ab5da
0f00c5b5cad6ad6
f0fec0dea5ac5ac
000c4004db6bc6f
2000004ffc05ae4
e00000c01331221
40000000053c32e
4000000564ac5dc
f0000047dad61b5
20004769b75bb6b
014769a76a15a06
57c957a96b96e9c
aa759b7a36aabd0
7396b9649cbde0f
961a649bc00000f
4b06eae01400002
1c304c30b0c0003
01df4400100000f
e5cc46541000003
cc6bb4763000c21
36a06aad66500ee
6a965a55957645f
daa6a97ea7e9c76
d0cbaa79a7ca6da
000edc0ac69c6ad
00000f0cbab6ac6
0000000ee0ec5bb
00000000000000d
00000000c064bd5
0000000066aa462
000000769b575a5
004779a77c954a5
8a9f768d69f5aac
87aa79e799bcedc
49d699ab00df000
99ab0cdd00f0000
c00d00000000000
000f00000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
0000000c0000000
000000000000000
0000000c0000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000040000000
000000000000000
000000000000000
000000000000000
000000000000000
000000040000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
600000000000000
676444002000001
b0664d00c00000f
0b0464040000001
4cb156d50000003
e6db45630000000
5ac6aa47500000f
9e5a579b742000f
daa5ab5ba574001
ddcab79b7ab5520
00eea95bb56a064
0000cdaa6ab51b5
000000da9f5b16a
00000004da26ae6
0000000c0cbf5df
000000c50f31110
0000c5400540e1f
000055d0054db3d
00054ae475bb4cb
046bbc67ba6ca62
7ab067497ca6e90
a476af69469ab0e
759609769ccd00c
974a659ac000000
3a64aab00000000
d5bacc000000000
4dbec40d5000000
0241ff002000000
c0440f0ee450000
bd255403ccc4400
ebf3542e00bc442
5cac5650000cbd1
b55ad46500000df
4ab6ca17600000e
a46ab6ba6650000
4cae69e6ab46000
cfebb4b05cae540
100fbf2ded10343
540444d4e153ee1
13455dc4fc5fbcf
b364bc5ea6bacfe
7ca562b7a9bc00e
b6da5599b0e000c
a559a0222000000
aad3baadd000000
3cabccdf0000000
ace000000000000
c00000000000000
e00000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
00000000c000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
545077650000000
a7447aaa7500000
b9a6db6b9466400
bcba955a6d9c065
0000cb907a36aa6
0000000b9b6bb6b
000000000cac6ab
00000000000ca16
0000000000000bb
000000001000001
00000000f00000f
000000000000004
000000000000005
000000005100064
00000056bf466bc
000066ad575a45a
0065a067496ea6c
74ad77ca5ab7dad
a574a45a65bacc0
7ea31a66aabd000
bb5cc64aa0d0000
b3db5ec30000000
f0ef2e140000000
1c24be440000000
5fc54ac05000000
936ad6ab3650000
0dab6ad6abe6500
cc33b945a57a266
000bb649c6cb6fa
0000efa46b9e6af
000000eca26bb46
00000000dcc5dad
0000000000c30ce
00000000004f0f2
00000000054b030
000000006fae05d
00000056bbd65ca
000057aab76bb6b
0066ad675a6ea53
7ab576961a55bdc
77ca6e975abcd0f
a5aa7d9bbf00000
e6a9dbcef000000
a040cfc00000000
60c00e000000000
a00000000000000
d00000000000000
000000000000000
000000040000000
000000400000000
000000000000000
000000000000000
000000000000000
000000040000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
0000000c0000000
000000000000000
000000040000000
000000000000000
000000040000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
0000000c0000000
000000000000000
000000000000000
000000000000000
000000000000000
000000040000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
675678640000000
