0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.26666668,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.33333334,0,0,0,0,0,0.06666667
0,0,0,0,0,0,0.93333334,0,0.93333334,0,0,0,0,0,0
0,0,0,0,0,0,0.8666667,0,0.8,0,0,0,0,0,0.26666668
0,0,0,0,0,0,0.06666667,0,0.8,0,0,0,0,0,0.06666667
0,0,0,0,0,0,0.13333334,0,0.8,0,0,0,0,0,0
0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.8
0,0,0,0,0,0,0.93333334,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.93333334,0,0.2,0,0,0,0,0,0.13333334
0,0,0,0,0,0,0.06666667,0,0,0,0,0,0,0,0.26666668
0,0,0,0,0,0,0.26666668,0,0.06666667,0,0,0,0,0,0.8
0,0,0,0,0,0,0.26666668,0,0.06666667,0,0,0,0,0,0.26666668
0,0,0,0,0,0,0.26666668,0,0.13333334,0,0,0,0,0,0.06666667
0,0,0,0,0,0,0.26666668,0,0.13333334,0,0,0,0,0,0
0,0,0,0,0,0,0.26666668,0,0,0,0,0,0,0,0.06666667
0,0,0,0,0,0,0.26666668,0,0,0,0,0,0,0,0.06666667
0,0,0,0,0,0,0.8,0,0.8,0,0,0,0,0,0.93333334
0,0,0,0,0,0,0.8,0,0.13333334,0,0,0,0,0,0.06666667
0,0,0,0,0,0,0.8,0,0.93333334,0,0,0,0,0,0.8
0,0,0,0,0,0,0.26666668,0,0.26666668,0,0,0,0,0,0.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
